				In zone	In zone	In zone	In zone	In zone	In zone	In zone	In zone	In zone	In zone	In zone	In zone
Low	Trial     1	B3	0:38:00-0:39:00	16.48	1	16.48	27.4667	3.28	2	6.56	10.9333	9.92	1	9.92	16.5333
Low	Trial     1	B3	0:39:00-0:40:00	29.96	2	59.92	99.8667	29.96	2	59.92	99.8667	NA	0	0	0
Low	Trial     1	B3	0:40:00-0:41:00	60	1	60	100	60	1	60	100	NA	0	0	0
Low	Trial     1	B3	0:41:00-0:42:00	60	1	60	100	60	1	60	100	NA	0	0	0
Low	Trial     1	B3	0:42:00-0:43:00	60	1	60	100	60	1	60	100	NA	0	0	0
Low	Trial     1	B3	0:43:00-0:44:00	3.72	12	44.64	74.4	3.72	12	44.64	74.4	NA	0	0	0
Low	Trial     1	B3	0:44:00-0:45:00	55.52	1	55.52	92.5333	5.545	8	44.36	73.9333	1.39	8	11.12	18.5333
Low	Trial     1	B4	Start-0:01:00	60	1	60	100	11.256	5	56.28	93.8	0.744	5	3.72	6.2
Low	Trial     1	B4	0:01:00-0:02:00	60	1	60	100	13.6933	3	41.08	68.4667	6.30667	3	18.92	31.5333
Low	Trial     1	B4	0:02:00-0:03:00	60	1	60	100	1.78	16	28.48	47.4667	1.74444	18	31.4	52.3333
Low	Trial     1	B4	0:03:00-0:04:00	60	1	60	100	4.44889	9	40.04	66.7333	2.21778	9	19.96	33.2667
Low	Trial     1	B4	0:04:00-0:05:00	60	1	60	100	4.61778	9	41.56	69.2667	2.305	8	18.44	30.7333
Low	Trial     1	B4	0:05:00-0:06:00	29.96	2	59.92	99.8667	2.18133	15	32.72	54.5333	2.25667	12	27.08	45.1333
Low	Trial     1	B4	0:06:00-0:07:00	60	1	60	100	7.56	4	30.24	50.4	9.92	3	29.76	49.6
Low	Trial     1	B4	0:07:00-0:08:00	29.98	2	59.96	99.9333	29.98	2	59.96	99.9333	NA	0	0	0
Low	Trial     1	B4	0:08:00-0:09:00	29.96	2	59.92	99.8667	29.96	2	59.92	99.8667	NA	0	0	0
Low	Trial     1	B4	0:09:00-0:10:00	29.94	2	59.88	99.8	29.94	2	59.88	99.8	NA	0	0	0
Low	Trial     1	B4	0:10:00-0:11:00	60	1	60	100	60	1	60	100	NA	0	0	0
Low	Trial     1	B4	0:11:00-0:12:00	60	1	60	100	12.54	4	50.16	83.6	2.45	4	9.8	16.3333
Low	Trial     1	B4	0:12:00-0:13:00	29.98	2	59.96	99.9333	19.92	3	59.76	99.6	0.2	1	0.2	0.333333
Low	Trial     1	B4	0:13:00-0:14:00	60	1	60	100	60	1	60	100	NA	0	0	0
Low	Trial     1	B4	0:14:00-0:15:00	60	1	60	100	7.4	5	37	61.6667	5.75	4	23	38.3333
Low	Trial     1	B4	0:15:00-0:16:00	60	1	60	100	1.48308	39	57.84	96.4	0.06	32	1.92	3.2
Low	Trial     1	B4	0:16:00-0:17:00	60	1	60	100	4.24857	14	59.48	99.1333	0.04	13	0.52	0.866667
Low	Trial     1	B4	0:17:00-0:18:00	60	1	60	100	3.49176	17	59.36	98.9333	0.04	16	0.64	1.06667
Low	Trial     1	B4	0:18:00-0:19:00	60	1	60	100	0.306358	173	53	88.3333	0.0407059	170	6.92	11.5333
Low	Trial     1	B4	0:19:00-0:20:00	60	1	60	100	0.451475	122	55.08	91.8	0.0406667	120	4.88	8.13333
Low	Trial     1	B4	0:20:00-0:21:00	60	1	60	100	0.832	5	4.16	6.93333	9.30667	6	55.84	93.0667
Low	Trial     1	B4	0:21:00-0:22:00	60	1	60	100	NA	0	0	0	60	1	60	100
Low	Trial     1	B4	0:22:00-0:23:00	60	1	60	100	NA	0	0	0	60	1	60	100
Low	Trial     1	B4	0:23:00-0:24:00	6.20571	7	43.44	72.4	NA	0	0	0	6.20571	7	43.44	72.4
Low	Trial     1	B4	0:24:00-0:25:00	7.29333	6	43.76	72.9333	6.16	1	6.16	10.2667	5.37143	7	37.6	62.6667
Low	Trial     1	B4	0:25:00-0:26:00	60	1	60	100	5.23111	9	47.08	78.4667	1.292	10	12.92	21.5333
Low	Trial     1	B4	0:26:00-0:27:00	60	1	60	100	1.84444	9	16.6	27.6667	4.34	10	43.4	72.3333
Low	Trial     1	B4	0:27:00-0:28:00	60	1	60	100	3.09714	7	21.68	36.1333	5.47429	7	38.32	63.8667
Low	Trial     1	B4	0:28:00-0:29:00	60	1	60	100	5.02857	7	35.2	58.6667	4.13333	6	24.8	41.3333
Low	Trial     1	B4	0:29:00-0:30:00	60	1	60	100	16.0133	3	48.04	80.0667	5.98	2	11.96	19.9333
Low	Trial     1	B4	0:30:00-0:31:00	1.73385	26	45.08	75.1333	0.685333	30	20.56	34.2667	1.226	20	24.52	40.8667
Low	Trial     1	B4	0:31:00-0:32:00	2.57556	18	46.36	77.2667	2.57556	18	46.36	77.2667	NA	0	0	0
Low	Trial     1	B4	0:32:00-0:33:00	60	1	60	100	60	1	60	100	NA	0	0	0
Low	Trial     1	B4	0:33:00-0:34:00	60	1	60	100	60	1	60	100	NA	0	0	0
Low	Trial     1	B4	0:34:00-0:35:00	60	1	60	100	60	1	60	100	NA	0	0	0
Low	Trial     1	B4	0:35:00-0:36:00	29.94	2	59.88	99.8	29.94	2	59.88	99.8	NA	0	0	0
Low	Trial     1	B4	0:36:00-0:37:00	60	1	60	100	60	1	60	100	NA	0	0	0
Low	Trial     1	B4	0:37:00-0:38:00	60	1	60	100	60	1	60	100	NA	0	0	0
Low	Trial     1	B4	0:38:00-0:39:00	60	1	60	100	60	1	60	100	NA	0	0	0
Low	Trial     1	B4	0:39:00-0:40:00	29.96	2	59.92	99.8667	29.96	2	59.92	99.8667	NA	0	0	0
Low	Trial     1	B4	0:40:00-0:41:00	60	1	60	100	60	1	60	100	NA	0	0	0
Low	Trial     1	B4	0:41:00-0:42:00	60	1	60	100	60	1	60	100	NA	0	0	0
Low	Trial     1	B4	0:42:00-0:43:00	60	1	60	100	60	1	60	100	NA	0	0	0
Low	Trial     1	B4	0:43:00-0:44:00	60	1	60	100	60	1	60	100	NA	0	0	0
Low	Trial     1	B4	0:44:00-0:45:00	60	1	60	100	60	1	60	100	NA	0	0	0
Low	Trial     2	B4	Start-0:01:00	0.423529	17	7.2	12	0.423529	17	7.2	12	NA	0	0	0
Low	Trial     2	B4	0:01:00-0:02:00	0.556667	12	6.68	11.1333	0.556667	12	6.68	11.1333	NA	0	0	0
Low	Trial     2	B4	0:02:00-0:03:00	2.73818	11	30.12	50.2	2.31077	13	30.04	50.0667	0.04	2	0.08	0.133333
Low	Trial     2	B4	0:03:00-0:04:00	60	1	60	100	3.5	10	35	58.3333	2.5	10	25	41.6667
Low	Trial     2	B4	0:04:00-0:05:00	60	1	60	100	6.61714	7	46.32	77.2	1.95429	7	13.68	22.8
Low	Trial     2	B4	0:05:00-0:06:00	60	1	60	100	12.15	4	48.6	81	3.8	3	11.4	19
Low	Trial     2	B4	0:06:00-0:07:00	60	1	60	100	60	1	60	100	NA	0	0	0
Low	Trial     2	B4	0:07:00-0:08:00	60	1	60	100	29.98	2	59.96	99.9333	0.04	1	0.04	0.0666667
Low	Trial     2	B4	0:08:00-0:09:00	10.05	4	40.2	67	10.05	4	40.2	67	NA	0	0	0
Low	Trial     2	B4	0:09:00-0:10:00	0.21	12	2.52	4.2	0.21	12	2.52	4.2	NA	0	0	0
Low	Trial     2	B4	0:10:00-0:11:00	51.48	1	51.48	85.8	2.32	11	25.52	42.5333	1.98769	13	25.84	43.0667
Low	Trial     2	B4	0:11:00-0:12:00	17.0667	3	51.2	85.3333	17.0667	3	51.2	85.3333	NA	0	0	0
Low	Trial     2	B4	0:12:00-0:13:00	0.22	2	0.44	0.733333	0.22	2	0.44	0.733333	NA	0	0	0
Low	Trial     2	B4	0:13:00-0:14:00	0.36	1	0.36	0.6	0.36	1	0.36	0.6	NA	0	0	0
Low	Trial     2	B4	0:14:00-0:15:00	0.18	2	0.36	0.6	0.18	2	0.36	0.6	NA	0	0	0
Low	Trial     2	B4	0:15:00-0:16:00	19.32	3	57.96	96.6	5.11556	9	46.04	76.7333	1.98667	6	11.92	19.8667
Low	Trial     2	B4	0:16:00-0:17:00	29.94	2	59.88	99.8	19.88	3	59.64	99.4	0.24	1	0.24	0.4
Low	Trial     2	B4	0:17:00-0:18:00	60	1	60	100	60	1	60	100	NA	0	0	0
Low	Trial     2	B4	0:18:00-0:19:00	60	1	60	100	60	1	60	100	NA	0	0	0
Low	Trial     2	B4	0:19:00-0:20:00	60	1	60	100	60	1	60	100	NA	0	0	0
Low	Trial     2	B4	0:20:00-0:21:00	60	1	60	100	0.552727	11	6.08	10.1333	4.90182	11	53.92	89.8667
Low	Trial     2	B4	0:21:00-0:22:00	60	1	60	100	0.942857	14	13.2	22	3.34	14	46.76	77.9333
Low	Trial     2	B4	0:22:00-0:23:00	60	1	60	100	3.32	11	36.52	60.8667	2.348	10	23.48	39.1333
Low	Trial     2	B4	0:23:00-0:24:00	10.64	4	42.56	70.9333	10.64	4	42.56	70.9333	NA	0	0	0
Low	Trial     2	B4	0:24:00-0:25:00	0.16	1	0.16	0.266667	0.16	1	0.16	0.266667	NA	0	0	0
Low	Trial     2	B4	0:25:00-0:26:00	6.72	3	20.16	33.6	4.97	4	19.88	33.1333	0.28	1	0.28	0.466667
Low	Trial     2	B4	0:26:00-0:27:00	60	1	60	100	60	1	60	100	NA	0	0	0
Low	Trial     2	B4	0:27:00-0:28:00	8.40667	6	50.44	84.0667	1.46933	30	44.08	73.4667	0.2	29	5.8	9.66667
Low	Trial     2	B4	0:28:00-0:29:00	60	1	60	100	3.792	15	56.88	94.8	0.214286	14	3	5
Low	Trial     2	B4	0:29:00-0:30:00	60	1	60	100	60	1	60	100	NA	0	0	0
Low	Trial     2	B4	0:30:00-0:31:00	60	1	60	100	3.064	5	15.32	25.5333	8.936	5	44.68	74.4667
Low	Trial     2	B4	0:31:00-0:32:00	60	1	60	100	NA	0	0	0	60	1	60	100
Low	Trial     2	B4	0:32:00-0:33:00	60	1	60	100	NA	0	0	0	60	1	60	100
Low	Trial     2	B4	0:33:00-0:34:00	60	1	60	100	NA	0	0	0	60	1	60	100
Low	Trial     2	B4	0:34:00-0:35:00	60	1	60	100	NA	0	0	0	60	1	60	100
Low	Trial     2	B4	0:35:00-0:36:00	60	1	60	100	20.28	2	40.56	67.6	9.72	2	19.44	32.4
Low	Trial     2	B4	0:36:00-0:37:00	60	1	60	100	60	1	60	100	NA	0	0	0
Low	Trial     2	B4	0:37:00-0:38:00	25.38	2	50.76	84.6	25.38	2	50.76	84.6	NA	0	0	0
Low	Trial     2	B4	0:38:00-0:39:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Low	Trial     2	B4	0:39:00-0:40:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Low	Trial     2	B4	0:40:00-0:41:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Low	Trial     2	B4	0:41:00-0:42:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Low	Trial     2	B4	0:42:00-0:43:00	0.16	1	0.16	0.266667	0.16	1	0.16	0.266667	NA	0	0	0
Low	Trial     2	B4	0:43:00-0:44:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Low	Trial     2	B4	0:44:00-0:45:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Low	Trial     2	C2	Start-0:01:00	26.86	2	53.72	89.5333	26.86	2	53.72	89.5333	NA	0	0	0
Low	Trial     2	C2	0:01:00-0:02:00	60	1	60	100	60	1	60	100	NA	0	0	0
Low	Trial     2	C2	0:02:00-0:03:00	60	1	60	100	60	1	60	100	NA	0	0	0
Low	Trial     2	C2	0:03:00-0:04:00	60	1	60	100	60	1	60	100	NA	0	0	0
Low	Trial     2	C2	0:04:00-0:05:00	60	1	60	100	14.96	4	59.84	99.7333	0.0533333	3	0.16	0.266667
Low	Trial     2	C2	0:05:00-0:06:00	60	1	60	100	60	1	60	100	NA	0	0	0
Low	Trial     2	C2	0:06:00-0:07:00	60	1	60	100	60	1	60	100	NA	0	0	0
Low	Trial     2	C2	0:07:00-0:08:00	60	1	60	100	14.95	4	59.8	99.6667	0.0666667	3	0.2	0.333333
Low	Trial     2	C2	0:08:00-0:09:00	60	1	60	100	29.98	2	59.96	99.9333	0.04	1	0.04	0.0666667
Low	Trial     2	C2	0:09:00-0:10:00	60	1	60	100	60	1	60	100	NA	0	0	0
Low	Trial     2	C2	0:10:00-0:11:00	60	1	60	100	29.52	2	59.04	98.4	0.96	1	0.96	1.6
Low	Trial     2	C2	0:11:00-0:12:00	60	1	60	100	14.93	4	59.72	99.5333	0.0933333	3	0.28	0.466667
Low	Trial     2	C2	0:12:00-0:13:00	60	1	60	100	60	1	60	100	NA	0	0	0
Low	Trial     2	C2	0:13:00-0:14:00	29.98	2	59.96	99.9333	29.98	2	59.96	99.9333	NA	0	0	0
Low	Trial     2	C2	0:14:00-0:15:00	60	1	60	100	29.82	2	59.64	99.4	0.36	1	0.36	0.6
Low	Trial     2	C2	0:15:00-0:16:00	60	1	60	100	5.2	1	5.2	8.66667	54.8	1	54.8	91.3333
Low	Trial     2	C2	0:16:00-0:17:00	29.94	2	59.88	99.8	14.64	1	14.64	24.4	22.62	2	45.24	75.4
Low	Trial     2	C2	0:17:00-0:18:00	60	1	60	100	60	1	60	100	NA	0	0	0
Low	Trial     2	C2	0:18:00-0:19:00	60	1	60	100	60	1	60	100	NA	0	0	0
Low	Trial     2	C2	0:19:00-0:20:00	60	1	60	100	60	1	60	100	NA	0	0	0
Low	Trial     2	C2	0:20:00-0:21:00	60	1	60	100	60	1	60	100	NA	0	0	0
Low	Trial     2	C2	0:21:00-0:22:00	60	1	60	100	60	1	60	100	NA	0	0	0
Low	Trial     2	C2	0:22:00-0:23:00	60	1	60	100	60	1	60	100	NA	0	0	0
Low	Trial     2	C2	0:23:00-0:24:00	60	1	60	100	60	1	60	100	NA	0	0	0
Low	Trial     2	C2	0:24:00-0:25:00	29.94	2	59.88	99.8	29.94	2	59.88	99.8	NA	0	0	0
Low	Trial     2	C2	0:25:00-0:26:00	60	1	60	100	60	1	60	100	NA	0	0	0
Low	Trial     2	C2	0:26:00-0:27:00	60	1	60	100	60	1	60	100	NA	0	0	0
Low	Trial     2	C2	0:27:00-0:28:00	60	1	60	100	60	1	60	100	NA	0	0	0
Low	Trial     2	C2	0:28:00-0:29:00	60	1	60	100	60	1	60	100	NA	0	0	0
Low	Trial     2	C2	0:29:00-0:30:00	60	1	60	100	60	1	60	100	NA	0	0	0
Low	Trial     2	C2	0:30:00-0:31:00	60	1	60	100	29.98	2	59.96	99.9333	0.04	1	0.04	0.0666667
Low	Trial     2	C2	0:31:00-0:32:00	60	1	60	100	60	1	60	100	NA	0	0	0
Low	Trial     2	C2	0:32:00-0:33:00	60	1	60	100	60	1	60	100	NA	0	0	0
Low	Trial     2	C2	0:33:00-0:34:00	60	1	60	100	60	1	60	100	NA	0	0	0
Low	Trial     2	C2	0:34:00-0:35:00	60	1	60	100	60	1	60	100	NA	0	0	0
Low	Trial     2	C2	0:35:00-0:36:00	60	1	60	100	60	1	60	100	NA	0	0	0
Low	Trial     2	C2	0:36:00-0:37:00	60	1	60	100	60	1	60	100	NA	0	0	0
Low	Trial     2	C2	0:37:00-0:38:00	29.96	2	59.92	99.8667	29.96	2	59.92	99.8667	NA	0	0	0
Low	Trial     2	C2	0:38:00-0:39:00	60	1	60	100	60	1	60	100	NA	0	0	0
Low	Trial     2	C2	0:39:00-0:40:00	60	1	60	100	60	1	60	100	NA	0	0	0
Low	Trial     2	C2	0:40:00-0:41:00	60	1	60	100	60	1	60	100	NA	0	0	0
Low	Trial     2	C2	0:41:00-0:42:00	60	1	60	100	60	1	60	100	NA	0	0	0
Low	Trial     2	C2	0:42:00-0:43:00	60	1	60	100	60	1	60	100	NA	0	0	0
Low	Trial     2	C2	0:43:00-0:44:00	60	1	60	100	60	1	60	100	NA	0	0	0
Low	Trial     2	C2	0:44:00-0:45:00	29.96	2	59.92	99.8667	29.96	2	59.92	99.8667	NA	0	0	0
Low	Trial     2	C4	Start-0:01:00	60	1	60	100	1.25333	6	7.52	12.5333	8.74667	6	52.48	87.4667
Low	Trial     2	C4	0:01:00-0:02:00	60	1	60	100	19.52	3	58.56	97.6	0.72	2	1.44	2.4
Low	Trial     2	C4	0:02:00-0:03:00	60	1	60	100	2.43636	11	26.8	44.6667	3.01818	11	33.2	55.3333
Low	Trial     2	C4	0:03:00-0:04:00	60	1	60	100	7.34	6	44.04	73.4	2.66	6	15.96	26.6
Low	Trial     2	C4	0:04:00-0:05:00	60	1	60	100	60	1	60	100	NA	0	0	0
Low	Trial     2	C4	0:05:00-0:06:00	60	1	60	100	60	1	60	100	NA	0	0	0
Low	Trial     2	C4	0:06:00-0:07:00	60	1	60	100	60	1	60	100	NA	0	0	0
Low	Trial     2	C4	0:07:00-0:08:00	60	1	60	100	60	1	60	100	NA	0	0	0
Low	Trial     2	C4	0:08:00-0:09:00	60	1	60	100	8.112	5	40.56	67.6	4.86	4	19.44	32.4
Low	Trial     2	C4	0:09:00-0:10:00	60	1	60	100	0.943333	12	11.32	18.8667	3.74154	13	48.64	81.0667
Low	Trial     2	C4	0:10:00-0:11:00	60	1	60	100	0.977143	7	6.84	11.4	7.59429	7	53.16	88.6
Low	Trial     2	C4	0:11:00-0:12:00	60	1	60	100	2.84	4	11.36	18.9333	12.16	4	48.64	81.0667
Low	Trial     2	C4	0:12:00-0:13:00	60	1	60	100	NA	0	0	0	60	1	60	100
Low	Trial     2	C4	0:13:00-0:14:00	29.98	2	59.96	99.9333	2.69	4	10.76	17.9333	8.2	6	49.2	82
Low	Trial     2	C4	0:14:00-0:15:00	60	1	60	100	2.6	4	10.4	17.3333	12.4	4	49.6	82.6667
Low	Trial     2	C4	0:15:00-0:16:00	60	1	60	100	1.4976	25	37.44	62.4	0.8976	25	22.44	37.4
Low	Trial     2	C4	0:16:00-0:17:00	29.94	2	59.88	99.8	3.95692	13	51.44	85.7333	0.703333	12	8.44	14.0667
Low	Trial     2	C4	0:17:00-0:18:00	60	1	60	100	60	1	60	100	NA	0	0	0
Low	Trial     2	C4	0:18:00-0:19:00	60	1	60	100	13.59	4	54.36	90.6	1.41	4	5.64	9.4
Low	Trial     2	C4	0:19:00-0:20:00	60	1	60	100	0.106269	134	14.24	23.7333	0.326331	139	45.36	75.6
Low	Trial     2	C4	0:20:00-0:21:00	60	1	60	100	1.90286	14	26.64	44.4	2.38286	14	33.36	55.6
Low	Trial     2	C4	0:21:00-0:22:00	16.3733	3	49.12	81.8667	5.06222	9	45.56	75.9333	0.593333	6	3.56	5.93333
Low	Trial     2	C4	0:22:00-0:23:00	60	1	60	100	2.87294	17	48.84	81.4	0.6975	16	11.16	18.6
Low	Trial     2	C4	0:23:00-0:24:00	60	1	60	100	4.41818	11	48.6	81	1.14	10	11.4	19
Low	Trial     2	C4	0:24:00-0:25:00	29.94	2	59.88	99.8	5.33333	9	48	80	1.69714	7	11.88	19.8
Low	Trial     2	C4	0:25:00-0:26:00	60	1	60	100	8.22857	7	57.6	96	0.4	6	2.4	4
Low	Trial     2	C4	0:26:00-0:27:00	60	1	60	100	8.36	7	58.52	97.5333	0.246667	6	1.48	2.46667
Low	Trial     2	C4	0:27:00-0:28:00	60	1	60	100	5.856	10	58.56	97.6	0.16	9	1.44	2.4
Low	Trial     2	C4	0:28:00-0:29:00	60	1	60	100	3.595	8	28.76	47.9333	3.905	8	31.24	52.0667
Low	Trial     2	C4	0:29:00-0:30:00	60	1	60	100	NA	0	0	0	60	1	60	100
Low	Trial     2	C4	0:30:00-0:31:00	60	1	60	100	6.9	2	13.8	23	15.4	3	46.2	77
Low	Trial     2	C4	0:31:00-0:32:00	60	1	60	100	NA	0	0	0	60	1	60	100
Low	Trial     2	C4	0:32:00-0:33:00	60	1	60	100	NA	0	0	0	60	1	60	100
Low	Trial     2	C4	0:33:00-0:34:00	60	1	60	100	0.44	1	0.44	0.733333	29.78	2	59.56	99.2667
Low	Trial     2	C4	0:34:00-0:35:00	60	1	60	100	3.24	1	3.24	5.4	28.38	2	56.76	94.6
Low	Trial     2	C4	0:35:00-0:36:00	60	1	60	100	0.68	1	0.68	1.13333	19.76	3	59.28	98.8
Low	Trial     2	C4	0:36:00-0:37:00	60	1	60	100	7.4	1	7.4	12.3333	52.6	1	52.6	87.6667
Low	Trial     2	C4	0:37:00-0:38:00	29.96	2	59.92	99.8667	29.96	2	59.92	99.8667	NA	0	0	0
Low	Trial     2	C4	0:38:00-0:39:00	60	1	60	100	60	1	60	100	NA	0	0	0
Low	Trial     2	C4	0:39:00-0:40:00	60	1	60	100	60	1	60	100	NA	0	0	0
Low	Trial     2	C4	0:40:00-0:41:00	60	1	60	100	29.98	2	59.96	99.9333	0.04	1	0.04	0.0666667
Low	Trial     2	C4	0:41:00-0:42:00	60	1	60	100	60	1	60	100	NA	0	0	0
Low	Trial     2	C4	0:42:00-0:43:00	60	1	60	100	60	1	60	100	NA	0	0	0
Low	Trial     2	C4	0:43:00-0:44:00	60	1	60	100	60	1	60	100	NA	0	0	0
Low	Trial     2	C4	0:44:00-0:45:00	29.96	2	59.92	99.8667	29.96	2	59.92	99.8667	NA	0	0	0
Low	Trial     3	A4	Start-0:01:00	29.96	2	59.92	99.8667	5.08	7	35.56	59.2667	4.06	6	24.36	40.6
Low	Trial     3	A4	0:01:00-0:02:00	60	1	60	100	4.592	5	22.96	38.2667	7.408	5	37.04	61.7333
Low	Trial     3	A4	0:02:00-0:03:00	60	1	60	100	6.205	8	49.64	82.7333	1.48	7	10.36	17.2667
Low	Trial     3	A4	0:03:00-0:04:00	60	1	60	100	17.3733	3	52.12	86.8667	3.94	2	7.88	13.1333
Low	Trial     3	A4	0:04:00-0:05:00	60	1	60	100	3.24	12	38.88	64.8	1.92	11	21.12	35.2
Low	Trial     3	A4	0:05:00-0:06:00	60	1	60	100	5.38286	7	37.68	62.8	3.72	6	22.32	37.2
Low	Trial     3	A4	0:06:00-0:07:00	60	1	60	100	8.89	4	35.56	59.2667	8.14667	3	24.44	40.7333
Low	Trial     3	A4	0:07:00-0:08:00	19.96	3	59.88	99.8	7.92571	7	55.48	92.4667	0.88	5	4.4	7.33333
Low	Trial     3	A4	0:08:00-0:09:00	60	1	60	100	11.2	4	44.8	74.6667	3.04	5	15.2	25.3333
Low	Trial     3	A4	0:09:00-0:10:00	60	1	60	100	4.896	5	24.48	40.8	7.104	5	35.52	59.2
Low	Trial     3	A4	0:10:00-0:11:00	60	1	60	100	6.66667	6	40	66.6667	3.992	5	19.96	33.2667
Low	Trial     3	A4	0:11:00-0:12:00	60	1	60	100	10.48	3	31.44	52.4	7.14	4	28.56	47.6
Low	Trial     3	A4	0:12:00-0:13:00	60	1	60	100	18.48	2	36.96	61.6	7.68	3	23.04	38.4
Low	Trial     3	A4	0:13:00-0:14:00	60	1	60	100	23	2	46	76.6667	7	2	14	23.3333
Low	Trial     3	A4	0:14:00-0:15:00	60	1	60	100	60	1	60	100	NA	0	0	0
Low	Trial     3	A4	0:15:00-0:16:00	60	1	60	100	11.736	5	58.68	97.8	0.33	4	1.32	2.2
Low	Trial     3	A4	0:16:00-0:17:00	60	1	60	100	19.8	3	59.4	99	0.3	2	0.6	1
Low	Trial     3	A4	0:17:00-0:18:00	60	1	60	100	3.53067	15	52.96	88.2667	0.502857	14	7.04	11.7333
Low	Trial     3	A4	0:18:00-0:19:00	60	1	60	100	7.41	8	59.28	98.8	0.102857	7	0.72	1.2
Low	Trial     3	A4	0:19:00-0:20:00	29.18	2	58.36	97.2667	2.36545	22	52.04	86.7333	0.316	20	6.32	10.5333
Low	Trial     3	A4	0:20:00-0:21:00	60	1	60	100	3.136	15	47.04	78.4	0.987692	13	12.84	21.4
Low	Trial     3	A4	0:21:00-0:22:00	60	1	60	100	1.68	3	5.04	8.4	18.32	3	54.96	91.6
Low	Trial     3	A4	0:22:00-0:23:00	60	1	60	100	1.50167	24	36.04	60.0667	0.882963	27	23.84	39.7333
Low	Trial     3	A4	0:23:00-0:24:00	60	1	60	100	5.44	7	38.08	63.4667	3.64	6	21.84	36.4
Low	Trial     3	A4	0:24:00-0:25:00	60	1	60	100	8.22667	3	24.68	41.1333	11.7733	3	35.32	58.8667
Low	Trial     3	A4	0:25:00-0:26:00	60	1	60	100	4.08667	6	24.52	40.8667	7.096	5	35.48	59.1333
Low	Trial     3	A4	0:26:00-0:27:00	60	1	60	100	11.48	4	45.92	76.5333	4.69333	3	14.08	23.4667
Low	Trial     3	A4	0:27:00-0:28:00	60	1	60	100	60	1	60	100	NA	0	0	0
Low	Trial     3	A4	0:28:00-0:29:00	60	1	60	100	26.94	2	53.88	89.8	6.12	1	6.12	10.2
Low	Trial     3	A4	0:29:00-0:30:00	60	1	60	100	19.38	2	38.76	64.6	21.24	1	21.24	35.4
Low	Trial     3	A4	0:30:00-0:31:00	29.96	2	59.92	99.8667	7.375	8	59	98.3333	0.153333	6	0.92	1.53333
Low	Trial     3	A4	0:31:00-0:32:00	60	1	60	100	9.50667	6	57.04	95.0667	0.592	5	2.96	4.93333
Low	Trial     3	A4	0:32:00-0:33:00	9.816	5	49.08	81.8	3.84667	12	46.16	76.9333	0.417143	7	2.92	4.86667
Low	Trial     3	A4	0:33:00-0:34:00	29.94	2	59.88	99.8	19.52	3	58.56	97.6	0.44	3	1.32	2.2
Low	Trial     3	A4	0:34:00-0:35:00	60	1	60	100	7.125	8	57	95	0.428571	7	3	5
Low	Trial     3	A4	0:35:00-0:36:00	29.9	2	59.8	99.6667	1.02545	22	22.56	37.6	1.77333	21	37.24	62.0667
Low	Trial     3	A4	0:36:00-0:37:00	60	1	60	100	5.08	8	40.64	67.7333	2.76571	7	19.36	32.2667
Low	Trial     3	A4	0:37:00-0:38:00	60	1	60	100	3.19667	12	38.36	63.9333	1.8	12	21.6	36
Low	Trial     3	A4	0:38:00-0:39:00	60	1	60	100	5.4	3	16.2	27	10.95	4	43.8	73
Low	Trial     3	A4	0:39:00-0:40:00	60	1	60	100	2.516	10	25.16	41.9333	3.16	11	34.76	57.9333
Low	Trial     3	A4	0:40:00-0:41:00	29.96	2	59.92	99.8667	5.56	7	38.92	64.8667	3	7	21	35
Low	Trial     3	A4	0:41:00-0:42:00	60	1	60	100	5.43111	9	48.88	81.4667	1.39	8	11.12	18.5333
Low	Trial     3	A4	0:42:00-0:43:00	29.48	2	58.96	98.2667	16.36	3	49.08	81.8	9.88	1	9.88	16.4667
Low	Trial     3	A4	0:43:00-0:44:00	60	1	60	100	6.184	5	30.92	51.5333	7.27	4	29.08	48.4667
Low	Trial     3	A4	0:44:00-0:45:00	60	1	60	100	57.52	1	57.52	95.8667	2.48	1	2.48	4.13333
Low	Trial     3	B1	Start-0:01:00	0.24	3	0.72	1.2	0.24	3	0.72	1.2	NA	0	0	0
Low	Trial     3	B1	0:01:00-0:02:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Low	Trial     3	B1	0:02:00-0:03:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Low	Trial     3	B1	0:03:00-0:04:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Low	Trial     3	B1	0:04:00-0:05:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Low	Trial     3	B1	0:05:00-0:06:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Low	Trial     3	B1	0:06:00-0:07:00	39.12	1	39.12	65.2	0.04	1	0.04	0.0666667	39.08	1	39.08	65.1333
